name	n_dependents	n_tp_dependents	own_download_count
sphinxcontrib-runcmd	1	0	50000
multi-key-dict	1	0	5110941
kumo-api	1	0	151226
tableauserverclient	2	0	25956273
silero-vad	1	0	1049154
opengeode-geosciencesio	1	0	60453
requests-auth	1	0	1609593
keystoneauth1	27	0	1556552
ndg-httpsclient	3	0	6206829
simpervisor	1	0	329985
grep-ast	2	0	1042478
py-ed25519-zebra-bindings	1	0	190499
mslex	3	0	449383
azureml-train-restclients-hyperdrive	1	0	378100
os-client-config	1	0	241582
pyro-api	1	0	932312
qtawesome	1	0	198894
http-ece	1	0	1215678
pyevtk	1	0	115704
pyobjc-framework-replaykit	1	0	441770
pyfcm	1	0	196626
qm-octave	1	0	48710
autogluon-core	4	0	625582
zodb	2	0	173484
pymatting	2	0	1317817
aws-cdk-aws-ec2	2	0	178518
nats-py	2	0	1933410
pyinstaller-hooks-contrib	1	0	6100151
s3tokenizer	1	0	304920
objectory	2	0	278308
pymoo	1	0	744148
envoy-data-plane	2	0	10673239
mlflow-tracing	1	0	11655652
pyobjc-framework-addressbook	1	0	449089
opentelemetry-instrumentation-click	1	0	900172
nanoid	3	0	3740526
pysha3	1	0	76125
nvidia-nvshmem-cu12	2	0	25700707
maxminddb-geolite2	1	0	136872
backports-tarfile	1	0	54534646
gcloud-aio-bigquery	1	0	19499984
sgmllib3k	2	0	6115883
jupyter-ai-magics	1	0	119709
python-debian	1	0	753740
pyobjc-framework-contactsui	1	0	445508
llama-index-llms-anthropic	1	0	339731
aws-solutions-constructs-core	2	0	130219
widgetsnbextension	1	0	36269491
findlibs	2	0	568660
winrt-windows-devices-bluetooth	1	0	95740
pyfarmhash	1	0	1063990
sne4onnx	2	0	158407
libkvikio-cu12	1	0	196848
azure-monitor-opentelemetry	2	0	11217580
django-user-agents	1	0	556533
opencensus	1	0	18708460
pptree	1	0	89707
pennylane-lightning	1	0	426873
mysql-connector	1	0	1573469
stringzilla	1	0	2363251
itk-registration	1	0	108070
java-access-bridge-wrapper	1	0	370646
django-db-file-storage	1	0	61713
optimum-onnx	1	0	285754
msrest	37	0	67992457
dragonfly-core	1	0	56358
pyobjc-framework-syncservices	1	0	447757
opentelemetry-instrumentation-flask	4	0	21954194
sqlalchemy-citext	1	0	90962
pytest-doctestplus	1	0	549919
mwxml	1	0	85519
drf-generators	1	0	111744
uamqp	1	0	4569581
geode-common	6	0	128872
testrail-api	1	0	856246
pyobjc-framework-cryptotokenkit	1	0	445752
safe-pysha3	3	0	125189
atomicwrites	2	0	4557940
gpiozero	1	0	309200
datarobot-storage	1	0	79068
aurora-data-api	1	0	78465
gputil	2	0	715404
promptflow-core	2	0	350936
inform	1	0	54000
jupyterlab-widgets	2	0	35934875
slumber	3	0	86849
httpserver	1	0	103611
python-tds	1	0	2855131
zope-annotation	1	0	112301
opentelemetry-exporter-zipkin-proto-http	1	0	207503
pyrealsense2	1	0	141588
edx-django-release-util	2	0	99575
gekko	1	0	148929
django-jinja	1	0	203469
quantile-python	1	0	71070
qwen-omni-utils	1	0	110734
codecov	2	0	848962
zopfli	1	0	12675499
azure-synapse-managedprivateendpoints	1	0	5149798
opentelemetry-instrumentation-psycopg2	3	0	21710593
pyobjc-framework-launchservices	1	0	443227
prime-sandboxes	2	0	61050
super-collections	1	0	2739565
faker-nonprofit	1	0	106276
sphinx-prompt	1	0	686403
mypy-protobuf	1	0	7549138
dodgy	1	0	635421
oslo-policy	4	0	224404
fft-conv-pytorch	1	0	86486
aws-solutions-constructs-resources	1	0	54512
vonage-messages	1	0	135937
runtime-builder	1	0	107471
inscriptis	1	0	1538609
python-mistralclient	1	0	65197
pyglove	3	0	249095
oslo-serialization	26	0	1025897
pyheck	2	0	167035
opentelemetry-instrumentation-dbapi	10	0	22935288
semgrep	3	0	38358166
zconfig	4	0	171174
os-service-types	2	0	1287351
mdformat-deflist	1	0	82767
python-baseconv	3	0	1534943
scatterd	1	0	344739
pyobjc-framework-avkit	1	0	445598
azureml-pipeline-steps	1	0	341308
qdarkstyle	1	0	224893
opentelemetry-instrumentation-boto3sqs	2	0	3529430
home-assistant-chip-clusters	1	0	97341
txtorcon	1	0	143988
django-autoslug	1	0	316282
pytest-arraydiff	1	0	266617
forestci	1	0	55550
lomond	2	0	686963
pyramid-mako	1	0	1961127
pyobjc-framework-videosubscriberaccount	1	0	438007
fitz	1	0	186502
datazets	1	0	358475
snowflake-snowpark-python	7	0	30016498
azure-mgmt-nspkg	1	0	6236602
minorminer	2	0	51751
pylerc	1	0	61510
tree-sitter-c	1	0	1730245
lambdatest-sdk-utils	1	0	527560
openedx-filters	2	0	90121
agent-framework-durabletask	1	0	186725
zipstream-ng	1	0	298059
wincertstore	1	0	340648
mutf8	1	0	1112508
pysrt	1	0	286351
pyobjc-framework-metalperformanceshadersgraph	1	0	436160
pysimplegui	1	0	98040
azure-mgmt-marketplaceordering	1	0	6708799
openfisca-core	1	0	49879
fastprogress	2	0	1289250
heroku3	1	0	144935
tarsafe	1	0	162756
databricks-sqlalchemy	1	0	21936204
galaxy-tool-util-models	1	0	55070
composio	3	0	448016
sde4onnx	1	0	103617
vonage-verify-legacy	1	0	135134
dramatiq	1	0	1174026
sinter	1	0	70791
dlinfo	2	0	480912
repoze-lru	1	0	2707046
diastatic-malt	1	0	226719
eth-rlp	2	0	5927553
torchlibrosa	1	0	218978
zope-browserpage	2	0	96984
ansys-api-platform-instancemanagement	1	0	149010
rstr	4	0	3169686
python-sql	1	0	53706
neptune-api	2	0	1111836
tld	1	0	5393271
structlog-sentry	1	0	2673196
azure-storage-nspkg	2	0	641179
ipyvue	1	0	328105
paste	3	0	728211
opengeode-io	2	0	59443
python-yakh	2	0	62827
pyobjc-framework-sharedwithyoucore	2	0	437689
datarobot-mlops	1	0	82252
grpc-stubs	3	0	2124805
nucliadb-models	1	0	180356
geoalchemy2	1	0	3052631
django-ninja	1	0	1344259
pyobjc-framework-usernotifications	2	0	445303
approval-utilities	1	0	96694
sip	1	0	272579
essentials	2	0	170938
opentelemetry-propagator-jaeger	1	0	1417687
passagemath-objects	3	0	86704
htmldate	1	0	6198635
lightly-utils	1	0	172226
zope-tales	3	0	98982
mpld3	1	0	481490
connexion	2	0	12828208
ssi4onnx	1	0	103906
aiosmtplib	3	0	10281899
pytest-remotedata	1	0	360116
azure-mgmt-appcontainers	1	0	5749333
python-geohash	1	0	2162420
genie-libs-conf	1	0	140027
cirq-aqt	1	0	105412
xlutils	1	0	843288
pyftpdlib	2	0	450056
dateutils	1	0	1372316
opentelemetry-exporter-jaeger-thrift	1	0	925184
json2onnx	1	0	103870
pyobjc-framework-mailkit	1	0	435353
pytest-base-url	3	0	5641589
sagemaker-scikit-learn-extension	1	0	379655
textx	1	0	119187
mkl-service	1	0	50137
sqlalchemy-adapter	2	0	674589
quantities	1	0	126997
pony	1	0	166609
fastparquet	1	0	15000140
pyobjc-framework-social	1	0	439107
path	3	0	1275798
backports-functools-lru-cache	3	0	1322891
beaker-py	1	0	128428
pyobjc-framework-dvdplayback	1	0	440670
knot-floer-homology	1	0	85875
openinference-instrumentation-haystack	2	0	206983
pyjon-utils	1	0	63233
nexus-rpc	1	0	13367388
mimesis	1	0	1578752
fastdownload	1	0	501972
sqlite-fts4	1	0	532996
pyobjc-framework-applescriptobjc	3	0	448038
wmill	1	0	2213166
pystray	1	0	209299
winrt-windows-devices-bluetooth-advertisement	1	0	94970
mitsuba	1	0	75804
pennylane	1	0	210174
marshmallow-enum	1	0	6767778
dlib	1	0	157279
apipkg	1	0	509154
cose	1	0	66078
pyside6-addons	1	0	1564367
backports-shutil-get-terminal-size	2	0	344828
pydantic-collections	1	0	480213
yellowbrick	1	0	467933
snakemake-interface-scheduler-plugins	1	0	72921
casbin-django-orm-adapter	1	0	68524
nipype	1	0	297560
better-exceptions	1	0	384269
open-radar-data	1	0	104176
tensorrt-cu12-libs	1	0	98215
zope-browserresource	2	0	96227
pylint-django	2	0	1750647
grpcio-gcp	1	0	14770844
passagemath-modules	4	0	51899
mocket	1	0	78045
sagemaker-schema-inference-artifacts	1	0	1198616
llama-index-llms-openai	8	0	5588910
adafruit-platformdetect	1	0	137375
opentelemetry-exporter-gcp-logging	1	0	2267576
jschema-to-python	3	0	1881845
tensorflow-io-gcs-filesystem	7	0	6097192
pyobjc-framework-discrecordingui	1	0	440650
daal	2	0	111618
smithy-aws-core	2	0	127477
pygdbmi	1	0	1093479
opentelemetry-exporter-gcp-trace	1	0	4981655
opentelemetry-instrumentation-jinja2	2	0	2905672
graphene-django-optimizer	1	0	237415
adal	3	0	34529561
pyobjc-framework-automator	1	0	447750
bce-python-sdk	3	0	1043368
partd	1	0	17004173
pyobjc-framework-virtualization	1	0	441733
telepath	1	0	485535
edx-api-doc-tools	1	0	95890
wmi	1	0	981666
acryl-datahub	7	0	4052680
django-js-asset	2	0	1934528
pytest-freezegun	1	0	1866755
rpy2-rinterface	1	0	116412
seekpath	1	0	430271
dash-daq	1	0	234544
durabletask	1	0	201652
antsibull-changelog	1	0	305771
conda-package-streaming	3	0	235505
trulens-core	2	0	83523
simple-settings	1	0	228359
shelved-cache	1	0	2868111
dagster-webserver	1	0	4231666
faster-eth-utils	3	0	87691
mixbox	1	0	84631
draftjs-exporter	1	0	589436
handy-archives	1	0	152976
lancedb	5	0	3784796
misaki	1	0	264176
azure-mgmt-redhatopenshift	1	0	5192343
tbb	4	0	1346584
sensai-utils	1	0	209572
ledoc-ui	1	0	224382
zope-exceptions	3	0	161838
zope-browsermenu	1	0	92124
pyfunctional	1	0	397438
interval-search	1	0	113745
xds-protos	1	0	250799
eth-event	1	0	63520
literalai	1	0	318200
large-image-source-gdal	1	0	61500
expandvars	2	0	3046803
conda-inject	1	0	83496
cdifflib	1	0	229625
notifications-python-client	1	0	120590
opentelemetry-instrumentation-asyncclick	1	0	141847
docspec	2	0	546563
low-index	1	0	55214
pyobjc-framework-findersync	1	0	438818
fastembed	4	0	2095098
soco	1	0	58579
nvidia-cublas-cu11	2	0	2253800
oic	1	0	462602
dagster-graphql	1	0	3999613
extract-msg	1	0	1891779
shinyswatch	1	0	85788
pyobjc-framework-metal	8	0	451739
pyjsparser	1	0	832176
redis-sentinel-url	1	0	409158
dwave-optimization	1	0	81979
rapids-logger	4	0	176004
opentelemetry-exporter-jaeger-proto-grpc	1	0	559543
gruut	1	0	135171
gigachat	1	0	86649
apache-airflow-providers-fab	2	0	23010895
verifiers	1	0	56202
everett	1	0	743913
easygui	1	0	1683320
igwn-ligolw	1	0	80629
msvc-runtime	1	0	72075
azure-appconfiguration	2	0	8393482
svs4onnx	1	0	103709
python-nvd3	1	0	1804664
anchorpy	1	0	146325
dllist	1	0	58725
tpu-inference	1	0	198428
firebird-base	1	0	122059
uhashring	1	0	1950911
edx-celeryutils	1	0	92111
pyobjc-framework-netfs	1	0	438777
cdktf	10	0	684002
google-cloud-logging	6	0	49743421
aiooss2	1	0	69507
dom-toml	3	0	323810
taskiq-dependencies	1	0	581016
cirq-google	1	0	119602
openlineage-python	3	0	11706566
oslo-concurrency	10	0	347588
csvw	1	0	522162
pyats-kleenex	2	0	239137
func-args	2	0	616626
pygetwindow	1	0	2006721
gstools-cython	1	0	76172
nvidia-cutlass-dsl	2	0	2179781
google-reauth	2	0	383753
smoldot-light	1	0	86332
pyobjc-framework-audiovideobridging	1	0	442831
letta-client	1	0	71286
biom-format	1	0	71610
scc4onnx	1	0	104102
sqlalchemy2-stubs	1	0	2994014
vonage-network-auth	3	0	135200
dirtyjson	2	0	4236802
docspec-python	1	0	619028
automaton	1	0	110077
opt-einsum-fx	2	0	537760
dbt-core-interface	1	0	49680
backports-cached-property	1	0	573646
polling2	4	0	1386223
adafruit-circuitpython-busdevice	1	0	100435
hashring	1	0	828533
psycopg2	5	0	40448846
mysqlclient	6	0	21922730
zhinst-utils	1	0	59766
lark-parser	1	0	2542283
aws-cdk-core	3	0	194920
webcolors	1	0	39687955
passlib	8	0	23955506
pyobjc-framework-spritekit	2	0	445820
python-neutronclient	3	0	297942
numpy-minmax	1	0	577212
microsoft-kiota-serialization-json	4	0	9658594
colcon-test-result	1	0	151768
sgp4	1	0	674448
django-statici18n	4	0	164691
varint	3	0	251457
kanaries-track	1	0	75797
paramiko-ng	1	0	50133
robotframework-requests	3	0	1582593
pytest-filter-subpackage	1	0	329238
crc32c	2	0	13099182
fhconfparser	1	0	332937
fdasrsf	1	0	70780
oneagent-sdk	1	0	170957
super-csv	1	0	85832
dotenv	2	0	7606871
pulumi-docker	1	0	333454
azure-ai-agentserver-core	1	0	78520
openlineage-sql	2	0	7307006
pyobjc-framework-coreaudio	4	0	474537
transformer-smaller-training-vocab	1	0	140295
llama-index-cli	1	0	2446027
triton-windows	1	0	411258
pyroots	1	0	69962
gcloud-aio-auth	6	0	20121681
wsgiproxy2	1	0	111585
eth-hash	8	0	5763560
objectpath	1	0	222144
pyobjc-framework-passkit	1	0	441865
alpha-vantage	1	0	216819
z3c-pt	1	0	95991
pyobjc-framework-compositorservices	1	0	358146
dist-meta	1	0	153295
azure-keyvault-administration	1	0	5254160
casbin	3	0	1184969
vininfo	1	0	368809
azure-mgmt-datalake-store	2	0	10015739
ttp-templates	1	0	98269
pytzdata	1	0	22074606
onnx2json	1	0	104179
jproperties	1	0	2339839
pyobjc-framework-corebluetooth	2	0	516459
cadquery-ocp-proxy	1	0	53831
pydruid	1	0	2704109
pyobjc-framework-soundanalysis	1	0	437061
meshio	1	0	518854
tsdb	3	0	105913
python-lsp-black	1	0	87532
pybase62	2	0	1521228
appscript	2	0	56841
radon	2	0	3055016
pyobjc-framework-shazamkit	1	0	441500
sphinx-rtd-theme	3	0	11861836
botframework-connector	4	0	715159
oslo-upgradecheck	2	0	185309
pymonctl	1	0	49766
pyobjc-framework-metalkit	1	0	443115
niltype	2	0	129490
dash-svg	1	0	120063
sog4onnx	1	0	106723
ttp	2	0	276216
trl	4	0	2234529
django-redis	1	0	8226918
tf-slim	2	0	75707
objsize	1	0	5311764
pyobjc-framework-libdispatch	2	0	512380
antsibull-docs-parser	2	0	321217
pyobjc-framework-quicklookthumbnailing	1	0	437007
colorhash	1	0	172347
dm-env	1	0	250547
sarge	1	0	148963
ipyvuetify	1	0	312618
sio4onnx	1	0	103830
mdx-truly-sane-lists	1	0	2978303
databricks-cli	3	0	14082641
aws-cdk-aws-fsx	1	0	94197
ez-a-sync	1	0	56190
numpy-financial	1	0	2635881
jaraco-context	4	0	122112425
copier-template-extensions	1	0	134516
django-ranged-fileresponse	1	0	112294
tensorflow-macos	1	0	83632
opencv-contrib-python-headless	1	0	2060329
paradict	2	0	74435
praisonaiagents	1	0	207200
antsibull-docutils	2	0	122953
multiformats-config	1	0	56391
pyyaml-include	1	0	2898893
perky	1	0	117344
zict	2	0	3317219
azure-keyvault-secrets	6	0	40319871
rcssmin	2	0	1691092
colcon-library-path	1	0	151408
aws-cryptography-internal-dynamodb	1	0	131550
azure-cli-diff-tool	1	0	260130
orderly-set	1	0	39352351
forbiddenfruit	1	0	1115396
aws-cdk-aws-dynamodb	1	0	131125
clikit	1	0	1156610
affinegap	1	0	55390
validate-email	1	0	1327046
xopen	1	0	991482
zope-pagetemplate	4	0	107219
django-crum	5	0	361469
prometheus-api-client	1	0	1616928
qemu-qmp	1	0	207380
yapf	3	0	7733941
tritonclient	3	0	15040403
pyats-connections	3	0	235377
py-machineid	1	0	248161
isal	2	0	1333798
jsons	1	0	1070933
sumo	1	0	342067
pscript	1	0	137544
openapi-codec	1	0	245763
apache-airflow-providers-common-io	2	0	7723854
glfw	2	0	1460024
keras-hub	1	0	283369
snowflake-legacy	1	0	3901121
pyhive	2	0	8056618
nv-one-logger-training-telemetry	2	0	156576
base64io	1	0	271180
django-ranged-response	1	0	122170
slicerator	1	0	237655
pyobjc-framework-diskarbitration	1	0	441160
azure-mgmt-botservice	1	0	5166251
codetiming	2	0	1304390
dwave-gate	1	0	54167
pyobjc-framework-gamecontroller	1	0	444777
aimrecords	1	0	68562
fbmessenger	1	0	92069
pyats-async	3	0	236246
perf-analyzer	1	0	563848
iden	1	0	204702
requirements-detector	1	0	541030
asyncore-wsgi	1	0	96063
openinference-instrumentation-anthropic	1	0	158198
xblock-utils	1	0	89034
hashids	1	0	2217607
azureml-dataprep	3	0	1080500
nvidia-cusparselt-cu12	1	0	33697134
appdirs-stubs	1	0	201678
x-wr-timezone	2	0	804295
unicon	4	0	208979
meilisearch	1	0	775163
edx-drf-extensions	8	0	108256
elastic-transport	4	0	26021001
scrapegraph-py	1	0	238631
itk-core	3	0	164436
aliyun-python-sdk-kms	1	0	5715523
streamlit-notify	1	0	119461
demucs	1	0	391227
django-tables2	2	0	868022
iniparse	1	0	272396
tftpy	1	0	217253
objprint	1	0	729895
standard-imghdr	1	0	433974
qualname	1	0	552530
pyobjc-framework-coredata	3	0	448648
fckitlib	1	0	369449
botbuilder-schema	5	0	717954
python-quickbooks	1	0	369062
persisting-theory	1	0	106319
asdf	5	0	211090
bioc	1	0	124483
comfyui-workflow-templates-media-image	1	0	2089736
winrt-windows-devices-bluetooth-genericattributeprofile	1	0	95189
runloop-api-client	1	0	623730
osc-lib	14	0	626861
slowapi	1	0	6708586
llama-cloud	2	0	3727622
quadrilateral-fitter	1	0	92284
easydict	2	0	2042747
confusables	1	0	538276
semantic-link-functions-phonenumbers	1	0	265468
contractions	1	0	336823
pyats-easypy	1	0	240580
zabbix-utils	1	0	139790
clickhouse-toolset	2	0	124204
pylink-square	1	0	1196620
titiler-mosaic	1	0	68500
itk-segmentation	1	0	111494
python-status	1	0	199897
pyboxen	1	0	126438
opentelemetry-propagator-ot-trace	1	0	1152030
pyobjc-framework-localauthentication	3	0	449056
rules	2	0	510290
python-utils	3	0	20423353
joinem	2	0	127545
aurelio-sdk	1	0	263612
netmiko	1	0	712063
pulumi-aws	2	0	3134950
esprima	1	0	269321
optree	2	0	10718507
path-py	3	0	558446
pyglm	1	0	194779
debtcollector	19	0	1026314
amqp	2	0	34468067
cobble	1	0	3604327
shellcheck-py	1	0	3806100
azure-mgmt-datamigration	1	0	6473126
assemblyline-core	4	0	107613
pyobjc-framework-calendarstore	1	0	419570
robotframework-seleniumtestability	1	0	383291
instructor	5	0	8100935
matminer	1	0	1295967
beautiful-date	1	0	62915
haversine	1	0	2976026
descartes	1	0	530562
commonmark	3	0	5280657
pyobjc-framework-intentsui	1	0	441761
aws-error-utils	2	0	408811
textfsm	3	0	888702
oslo-privsep	3	0	116170
mysql-connector-python	4	0	42449103
fvcore	1	0	790999
mido	1	0	370732
sobol-seq	1	0	61168
opengeode-geosciences	2	0	65034
pilkit	1	0	345030
opentelemetry-exporter-zipkin-json	2	0	2733972
branca	4	0	2783400
pyscreeze	1	0	2009119
utm	1	0	825342
mongomock	2	0	4756484
botframework-streaming	1	0	687851
schemdraw	1	0	394327
llama-index-storage-kvstore-postgres	1	0	68156
slip10	1	0	126972
pyobjc-framework-coretext	2	0	627662
aws-cdk-aws-iot-alpha	1	0	172053
questo	1	0	63244
pyobjc-framework-adsupport	1	0	438631
captum	1	0	318937
clr-loader	3	0	2238899
ccimport	1	0	121574
elasticsearch8	2	0	610394
mlserver	1	0	343548
pydotplus	3	0	421357
bx-py-utils	1	0	72812
dataset	1	0	1313582
tokentrim	1	0	106329
readerwriterlock	2	0	1892964
acvl-utils	1	0	70452
xradar	1	0	138542
llama-index-instrumentation	1	0	2732927
pyobjc-framework-gameplaykit	1	0	444980
ephem	2	0	1919592
purl	1	0	820957
stable-baselines3	1	0	940216
std-uritemplate	1	0	9277056
opentelemetry-instrumentation-remoulade	2	0	1177760
tempora	3	0	602417
llama-index-agent-openai	1	0	2196337
pinterest-generated-client	1	0	274769
cutensor-cu12	2	0	64367
streamlit-image-coordinates	1	0	351775
kivy-deps-glew	1	0	72355
azure-mgmt-resource-deploymentstacks	1	0	4744904
agent-framework-core	20	0	523175
pyobjc-core	166	0	2320804
adbutils	1	0	324646
argdantic	1	0	142851
mdformat-tables	1	0	453343
pyqt5	4	0	3103295
enumb	1	0	111062
xvfbwrapper	1	0	679006
newspaper4k	1	0	305469
python-monkey-business	1	0	654049
azureml-dataprep-native	1	0	589480
spython	2	0	2533742
furl	8	0	4231860
jsonschema-rs	2	0	2655233
astropy-healpix	1	0	169195
pydivert	1	0	1112643
streamlit-embedcode	1	0	322152
ortools	1	0	3360458
confluent-kafka	5	0	45316318
ibm-cos-sdk-s3transfer	1	0	785111
composio-client	1	0	437475
pyobjc-framework-cfnetwork	1	0	449097
opentelemetry-instrumentation-aws-lambda	2	0	2371116
genie-libs-ops	1	0	139544
semantic-link-functions-meteostat	1	0	265406
targ	2	0	201696
azure-synapse-artifacts	2	0	9407494
edx-rbac	2	0	94832
tensorflow-intel	2	0	274426
es-client	1	0	166589
filigran-sseclient	1	0	379906
msgraph-core	3	0	9227248
sed4onnx	1	0	103742
azure-mgmt-core	87	0	33570595
pulumi-kubernetes	1	0	568788
cutensornet-cu13	1	0	80612
vonage-sms	1	0	135427
inference-schema	1	0	178271
mock	7	0	26603890
plantuml-markdown	1	0	1717458
quickjs	1	0	242324
edx-toggles	9	0	102682
py4j	7	0	90755975
xpresslibs	1	0	81463
keeper-secrets-manager-core	1	0	114705
winrt-windows-foundation-collections	1	0	115219
graphene	8	0	27098596
clarifai-protocol	1	0	268420
adafruit-circuitpython-typing	2	0	93944
mohawk	1	0	694755
secure	1	0	1294134
julius	3	0	1252917
cassio	1	0	243374
ipyevents	2	0	398127
alibabacloud-adb20211201	1	0	6306215
prison	1	0	8275623
lazr-uri	2	0	230242
maya	1	0	780406
opentelemetry-instrumentation-wsgi	6	0	23899327
sshtunnel	5	0	29522198
c7n	1	0	8471241
opentelemetry-exporter-gcp-monitoring	1	0	3099948
pandas-ta-classic	1	0	98179
plotext	3	0	659398
edk2-pytool-library	1	0	274669
sna4onnx	1	0	103814
jinxed	1	0	963792
opentelemetry-instrumentation-asyncpg	2	0	3329449
immutables	4	0	2836326
atomate2	1	0	640453
vonage-verify	1	0	135261
dash-mantine-components	1	0	548151
dcor	1	0	90966
flufl-bounce	1	0	211353
snowflake-core	4	0	5652071
lat-lon-parser	1	0	150372
asysocks	1	0	59358
markdownlit	1	0	322290
boto	2	0	7131787
jaraco-text	2	0	1493144
pyobjc-framework-cloudkit	1	0	439100
pyobjc-framework-coreservices	6	0	458641
azure-mgmt-imagebuilder	1	0	5164513
opentelemetry-instrumentation-asyncio	1	0	2958190
iab-tcf	1	0	104339
fake-http-header	1	0	998095
diffq-fixed	1	0	69611
oslash	1	0	99594
tensorflow-metadata	5	0	2745328
pytest-forked	2	0	7485528
alifedata-phyloinformatics-convert	1	0	115143
django-rq	1	0	831075
cognite-sdk	1	0	475004
mastercard-api-core	2	0	73276
pmdarima	1	0	3657468
pyobjc-framework-instantmessage	1	0	419965
darkdetect	1	0	770858
flask-compress	3	0	2843574
xhtml2pdf	1	0	2868561
attrdict	1	0	607783
azure-eventhub	2	0	10441432
pyqt6-webengine	1	0	934903
django-widget-tweaks	1	0	1110100
recognizers-text-number-with-unit	2	0	52209
braq	1	0	74491
wurlitzer	5	0	1587753
pypd	1	0	345437
itk-filtering	3	0	162014
azure-mgmt-policyinsights	1	0	6529338
aws-cryptography-internal-primitives	1	0	131593
tabcompleter	2	0	671844
tencentcloud-sdk-python-intl-en	1	0	57391
django-modelcluster	1	0	547495
jsonrpcclient	1	0	134262
adafruit-pureio	1	0	90625
google-generativeai	6	0	15023385
python-statsd	1	0	691301
ipdb	1	0	12299143
blobfile	2	0	9174525
pysaml2	3	0	2199202
cma	3	0	1177256
pymgclient	1	0	83520
torch-pitch-shift	1	0	1322801
etelemetry	2	0	353178
authres	1	0	108734
dpcpp-cpp-rt	5	0	102299
pathlib3x	1	0	103476
pyobjc-framework-eventkit	1	0	442903
cirq-pasqal	1	0	105704
klayout	2	0	178371
apimatic-core	1	0	127705
aws-cdk-aws-iam	3	0	192090
pywinrm	3	0	4291863
mmengine-lite	1	0	149787
deflate-dict	1	0	76659
zxcvbn	1	0	2765639
flower	2	0	9224803
speaklater	1	0	83899
flashinfer-cubin	1	0	568946
azure-mgmt-batch	1	0	6800037
jsonpath	3	0	904859
bazel-runfiles	1	0	7601130
owlrl	1	0	305157
backports-csv	1	0	127788
netifaces	3	0	2147036
pkg-about	1	0	139761
ccxt	1	0	2747147
openvino-telemetry	3	0	1057276
pytest-aiohttp	1	0	3018940
justext	1	0	3144437
opentelemetry-instrumentation-grpc	3	0	8192616
pyobjc-framework-fskit	1	0	420285
backports-ssl-match-hostname	1	0	648871
django-pglock	1	0	1064567
gluonts	1	0	2562506
python-openstackclient	3	0	678541
tinytag	6	0	739530
identify	2	0	93436086
mo-parsing	1	0	136310
dash-iconify	1	0	377723
feedfinder2	1	0	567457
storable	1	0	56052
meteostat	1	0	440952
darkgraylib	1	0	120863
numpy-rms	1	0	582246
wtforms-components	1	0	106418
mdformat-myst	1	0	129367
open3d	1	0	1220691
livekit-agents	17	0	2436313
django-model-utils	15	0	4110876
pychromecast	1	0	79937
click-config-file	1	0	157562
scramp	2	0	54393403
marshmallow-polyfield	1	0	119720
pymeeus	1	0	2894311
azure-mgmt-appconfiguration	1	0	5282515
pyvmomi	2	0	1269394
aws-cdk-aws-autoscaling-hooktargets	1	0	131975
gprof2dot	1	0	4437674
deadcode	1	0	102628
opentelemetry-instrumentation-tortoiseorm	2	0	1943894
warc3-wet-clueweb09	1	0	423355
documenttemplate	1	0	104488
uuid	1	0	3056469
oauth2-client	2	0	183195
cirq-web	1	0	100914
parsley	3	0	710009
verspec	1	0	1343531
pyobjc-framework-coremotion	1	0	443326
onepassword-sdk	1	0	450723
msgpack-python	1	0	665978
dwave-hybrid	1	0	53802
funcsigs	3	0	3442571
ajsonrpc	1	0	1746198
azure-mgmt-privatedns	1	0	5514606
dictor	2	0	392535
lscsoft-glue	2	0	77247
browserbase	1	0	1096090
types-pyasn1	2	0	2786283
libvirt-python	1	0	202525
pyln-proto	1	0	94175
textparser	1	0	1265903
edx-ccx-keys	2	0	98710
ipyleaflet	2	0	286885
tkinter-gl	1	0	117980
libsass	2	0	1638824
zope-structuredtext	1	0	98968
portion	1	0	776975
ai-api-client-sdk	1	0	51992
execnb	1	0	96910
nvidia-cuda-crt	1	0	65169
model-archiver	1	0	198411
primp	3	0	4377002
pyexasol	3	0	17313607
schwifty	1	0	1163466
python-gflags	1	0	433118
vonage-account	1	0	136388
pyobjc-framework-exceptionhandling	1	0	441522
lifelines	1	0	2614248
msrestazure	5	0	22647659
python3-saml	1	0	6833472
mss	4	0	2030036
vlmrun-hub	1	0	133619
pysdl2	1	0	940001
mail-parser	1	0	974141
autogluon-tabular	2	0	615147
intel-cmplr-lib-ur	2	0	388754
dwave-samplers	2	0	51944
adjusttext	1	0	1032617
streamlit-vertical-slider	1	0	320832
tubes	1	0	63736
keeper-pam-webrtc-rs	1	0	47796
chonkie-core	1	0	116108
cli-exit-tools	2	0	1063742
pytimeparse2	1	0	1657759
provide-dir	1	0	241092
wadllib	1	0	224311
statsd-tags	1	0	194933
pickleshare	2	0	15408195
iterable-io	1	0	134629
nominal-api	1	0	118393
django-push-notifications	1	0	201587
sagemaker-data-insights	1	0	742016
intervals	1	0	169552
diff-cover	2	0	13624742
langflow-base	1	0	62572
mistral-common	2	0	4544474
timing-asgi	1	0	1760466
cmd2	1	0	1329764
colourmap	2	0	361894
zope-sequencesort	2	0	99548
jsmin	1	0	1186799
comfyui-workflow-templates-media-video	1	0	2075609
simple-salesforce	4	0	25220316
testscenarios	1	0	293925
tensorflow-cpu-aws	1	0	171350
confusable-homoglyphs	2	0	499014
pyocse	1	0	366000
scitokens	1	0	121486
blockfrost-python	1	0	50014
tree-sitter-cpp	1	0	994313
