rank	name	verdict	download_count	n_direct_deps	n_in_dataset	n_tp	n_notp	n_unk	dep_tp_ratio
11737	nvidia-nvvm	notp	82477						
11738	dex-retargeting	tp	82473	7	7	4	3	0	0.5714285714285714
11739	cutensor-cu13	notp	82428						
11740	pyshex	notp	82397						
11741	scrapy-splash	tp	82389	2	2	1	1	0	0.5
11742	aspose-cells	notp	82375						
11743	powerlaw	notp	82349	5	5	3	2	0	0.6
11744	enterprise-integrated-channels	notp	82347	21	21	4	17	0	0.19047619047619047
11745	geode-numerics	notp	82335	2	2	0	2	0	0.0
11746	autogluon-vision	notp	82306						
11747	static	notp	82290						
11748	pytest-integration-mark	notp	82276	1	1	1	0	0	1.0
11749	poetry-plugin-sort	notp	82268	1	1	1	0	0	1.0
11750	mkdocs-same-dir	tp	82265	1	1	1	0	0	1.0
11751	datarobot-mlops	notp	82252	5	5	2	3	0	0.4
11752	janitor-rs	tp	82247						
11753	neuralprophet	notp	82232	13	13	8	5	0	0.6153846153846154
11754	stopwatch-py	notp	82222						
11755	fuzzfetch	notp	82136	2	2	2	0	0	1.0
11756	django-zxcvbn-password-validator	notp	82114	2	2	0	2	0	0.0
11757	abstract-webtools	notp	82114	3	3	2	1	0	0.6666666666666666
11758	doppler-env	notp	82106						
11759	django-nested-inline	notp	82099						
11760	inventree-brother-plugin	notp	82098	1	1	1	0	0	1.0
11761	xclim	tp	82093	18	18	10	8	0	0.5555555555555556
11762	keyphrase-vectorizers	notp	82091	8	8	5	3	0	0.625
11763	slack-webhook	notp	82067						
11764	signalwire	notp	82037	2	2	1	1	0	0.5
11765	shexjsg	notp	81997						
11766	azure-databricks-api	notp	81995	1	1	1	0	0	1.0
11767	griffe-pydantic	notp	81993	1	1	0	1	0	0.0
11768	dwave-optimization	notp	81979	1	1	1	0	0	1.0
11769	openslide-bin	tp	81965						
11770	pytest-pudb	notp	81947	2	2	2	0	0	1.0
11771	adafruit-circuitpython-connectionmanager	notp	81940	1	1	0	1	0	0.0
11772	molecule-vagrant	notp	81933						
11773	watermark	notp	81910	3	3	1	2	0	0.3333333333333333
11774	logfmt	notp	81903						
11775	aresponses	notp	81885						
11776	types-jwt	notp	81880	1	1	0	1	0	0.0
11777	pastescript	notp	81878	3	3	0	3	0	0.0
11778	sample-helper-aws-appconfig	notp	81869	4	4	1	3	0	0.25
11779	databend-driver	tp	81830						
11780	nbdev-stdlib	notp	81825	2	2	2	0	0	1.0
11781	polars-hash	notp	81824	1	1	1	0	0	1.0
11782	cdktf-cdktf-provider-google	notp	81816	5	5	2	3	0	0.4
11783	cassandra-sigv4	notp	81812						
11784	bagit-profile	notp	81775	2	2	2	0	0	1.0
11785	pyaxmlparser	notp	81769	3	3	1	2	0	0.3333333333333333
11786	nautobot-floor-plan	tp	81763	1	1	0	1	0	0.0
11787	openinference-instrumentation-dspy	notp	81753	7	7	1	6	0	0.14285714285714285
11788	django-admin-env-notice	notp	81700						
11789	pyshexc	notp	81691						
11790	fair-esm	notp	81690						
11791	whitebox	notp	81679	1	1	1	0	0	1.0
11792	siphash	notp	81669						
11793	reprint	notp	81640	2	2	0	2	0	0.0
11794	tls-parser	notp	81627						
11795	barectf	notp	81591						
11796	cuallee	notp	81591	2	2	2	0	0	1.0
11797	htmlparser	notp	81562						
11798	statsd-python	notp	81550						
11799	dagster-fivetran	notp	81548						
11800	nbdev-pytorch	notp	81491	2	2	2	0	0	1.0
11801	mkdocs-drawio	tp	81477	5	5	3	2	0	0.6
11802	xpresslibs	notp	81463						
11803	llama-index-embeddings-ibm	notp	81462	3	3	0	3	0	0.0
11804	aws-sdk-bedrock-runtime	notp	81458	3	3	0	3	0	0.0
11805	pybluez	notp	81441	2	2	0	2	0	0.0
11806	geode-background	notp	81423	2	2	0	2	0	0.0
11807	myskoda	tp	81420	6	6	4	2	0	0.6666666666666666
11808	django-opensearch-dsl	notp	81414	2	2	1	1	0	0.5
11809	pylast	tp	81394	1	1	0	1	0	0.0
11810	inspect2	notp	81387						
11811	protoc-wheel-0	notp	81308						
11812	f5-tts	tp	81300	29	29	11	18	0	0.3793103448275862
11813	pygeotile	notp	81294						
11814	projen	tp	81284	4	4	2	2	0	0.5
11815	odmantic	tp	81275	4	4	4	0	0	1.0
11816	sap-ai-sdk-base	notp	81270	3	3	1	2	0	0.3333333333333333
11817	coqpit-config	tp	81269	1	1	1	0	0	1.0
11818	ccy	notp	81258	2	2	1	1	0	0.5
11819	rest-condition	notp	81255						
11820	tinybird	notp	81224	33	33	18	15	0	0.5454545454545454
11821	pyrfc6266	notp	81199						
11822	cydifflib	tp	81198						
11823	quart-babel	notp	81174	4	4	3	1	0	0.75
11824	llama-index-llms-ibm	notp	81170	3	3	0	3	0	0.0
11825	pytest-aio	notp	81141	1	1	1	0	0	1.0
11826	arcade-tdk	tp	81132	2	2	2	0	0	1.0
11827	adapters	notp	81124	2	2	2	0	0	1.0
11828	json-five	notp	81120	2	2	0	2	0	0.0
11829	azure-mgmt-machinelearningservices	notp	81117	4	4	1	3	0	0.25
11830	sherpa-onnx-core	notp	81101						
11831	factorio-rcon-py	notp	81079						
11832	inboard	tp	81070	2	2	1	1	0	0.5
11833	alibabacloud-oss-util	notp	81043						
11834	icsneopy	notp	81027						
11835	litdata	notp	81017	9	9	4	5	0	0.4444444444444444
11836	feather-format	notp	80958						
11837	rpi-gpio	notp	80935						
11838	hume	notp	80919	8	8	6	2	0	0.75
11839	robosuite	tp	80896	12	12	7	5	0	0.5833333333333334
11840	ed25519-blake2b	notp	80858						
11841	decompyle3	notp	80835	3	3	1	2	0	0.3333333333333333
11842	sentry-kafka-schemas	notp	80831						
11843	django-user-accounts	notp	80796	3	3	1	2	0	0.3333333333333333
11844	cudensitymat-cu13	notp	80776	2	2	0	2	0	0.0
11845	circular-imports	notp	80764						
11846	custatevec-cu13	notp	80731						
11847	wtforms-alchemy	notp	80706	4	4	1	3	0	0.25
11848	auth0-api-python	tp	80703	4	4	3	1	0	0.75
11849	cdp-sdk	tp	80687	12	12	5	7	0	0.4166666666666667
11850	colour-runner	notp	80677						
11851	arcade-core	tp	80675	12	12	5	7	0	0.4166666666666667
11852	aiocmd	notp	80672						
11853	socketsecurity	tp	80642	9	9	6	3	0	0.6666666666666666
11854	igwn-ligolw	notp	80629	5	5	2	3	0	0.4
11855	cutensornet-cu13	notp	80612	1	1	0	1	0	0.0
11856	ufo2ft	tp	80556	4	2	1	1	0	0.5
11857	ptera	notp	80533	2	2	0	2	0	0.0
11858	pydantic-mongo	notp	80519	2	2	2	0	0	1.0
11859	smtpapi	notp	80491						
11860	rdflib-shim	notp	80478						
11861	mkdocs-htmlproofer-plugin	notp	80432	4	4	2	2	0	0.5
11862	pyfacer	notp	80406	11	11	5	6	0	0.45454545454545453
11863	blurb	tp	80373						
11864	mt5linux	notp	80370	4	4	2	2	0	0.5
11865	geemap	notp	80346	18	18	6	12	0	0.3333333333333333
11866	collate-dbt-artifacts-parser	notp	80305	1	1	1	0	0	1.0
11867	types-aiobotocore-bedrock-agentcore	notp	80281	1	1	1	0	0	1.0
11868	nbdev-scipy	notp	80274	2	2	2	0	0	1.0
11869	dargs	notp	80258						
11870	rdata	notp	80251	4	4	4	0	0	1.0
11871	fastapi-profiler	notp	80232						
11872	types-click-spinner	notp	80225						
11873	clingo	notp	80214	1	1	0	1	0	0.0
11874	dash-renderer	notp	80199						
11875	diskcache-stubs	notp	80173	1	1	1	0	0	1.0
11876	dagster-msteams	notp	80172						
11877	persist-queue	notp	80141						
11878	flask-security	tp	80139	8	8	5	3	0	0.625
11879	rensa	tp	80137						
11880	verticapy	notp	80133	13	12	8	4	0	0.6666666666666666
11881	pyats-robot	notp	80106	3	3	0	3	0	0.0
11882	tincan	notp	80089						
11883	click-shell	notp	80032						
11884	jedi-language-server	notp	80018	6	6	3	3	0	0.5
11885	fancyimpute	notp	80004						
11886	kolo	notp	80003	15	15	6	9	0	0.4
11887	rdkit-pypi	notp	79969	2	2	2	0	0	1.0
11888	pyion2json	notp	79945						
11889	scc-firewall-manager-sdk	notp	79941	4	4	3	1	0	0.75
11890	pep562	notp	79938						
11891	pychromecast	notp	79937	3	3	1	2	0	0.3333333333333333
11892	bunch-py3	notp	79926						
11893	asyncpraw	tp	79916	5	5	4	1	0	0.8
11894	crate	notp	79901	3	3	2	1	0	0.6666666666666666
11895	maseya-z3pr	notp	79870						
11896	sparqlslurper	notp	79835						
11897	asknews	tp	79785	6	6	3	3	0	0.5
11898	genie-libs-robot	notp	79740	1	1	0	1	0	0.0
11899	frozen-flask	notp	79737	1	1	1	0	0	1.0
11900	xlib	notp	79728	1	1	0	1	0	0.0
11901	taskiq-fastapi	notp	79726	2	2	1	1	0	0.5
11902	sftpretty	notp	79671	1	1	0	1	0	0.0
11903	django-reversion-compare	notp	79663	4	4	1	3	0	0.25
11904	openjd-model	tp	79654	2	2	1	1	0	0.5
11905	kcidb-io	tp	79653	1	1	1	0	0	1.0
11906	lambdapdk	tp	79642	2	2	2	0	0	1.0
11907	wordsegment	notp	79640						
11908	dhanhq	notp	79543	4	4	4	0	0	1.0
11909	doclayout-yolo	notp	79506	15	15	5	10	0	0.3333333333333333
11910	oxylabs	notp	79441	2	2	2	0	0	1.0
11911	sqlalchemy-solr	tp	79394	4	4	1	3	0	0.25
11912	minilog	notp	79360						
11913	paddlepaddle-gpu	notp	79323	8	8	2	6	0	0.25
11914	aws-parallelcluster	notp	79311	30	30	6	24	0	0.2
11915	knnimpute	notp	79306						
11916	datasette	tp	79293	18	17	10	7	0	0.5882352941176471
11917	aws-cdk-aws-apigatewayv2-integrations-alpha	notp	79282						
11918	django-session-timeout	notp	79257	2	2	0	2	0	0.0
11919	gron	notp	79250						
11920	sunpy	tp	79247	8	8	6	2	0	0.75
11921	pyspark-extension	tp	79236	1	1	1	0	0	1.0
11922	exitstatus	notp	79210						
11923	autogluon-text	notp	79180						
11924	zope-testrunner	notp	79156	2	2	1	1	0	0.5
11925	mkl-static	notp	79150	3	3	0	3	0	0.0
11926	fastapi-jwt-auth	notp	79144	2	2	2	0	0	1.0
11927	titiler-core	notp	79134	9	9	7	2	0	0.7777777777777778
11928	pytest-reverse	tp	79126	1	1	1	0	0	1.0
11929	pydantic-numpy	notp	79105	5	5	2	3	0	0.4
11930	silx	tp	79104	4	4	4	0	0	1.0
11931	nested-diff	tp	79089						
11932	python-cmr	tp	79089	3	3	2	1	0	0.6666666666666666
11933	datarobot-storage	notp	79068	5	5	0	5	0	0.0
11934	ell-ai	notp	79037	10	10	6	4	0	0.6
11935	dictpath	tp	79028						
11936	cuda-tile	notp	79028	1	1	1	0	0	1.0
11937	ttach	notp	79014						
11938	pytest-embedded	notp	78975	3	3	2	1	0	0.6666666666666666
11939	agentscope	notp	78964	20	20	6	14	0	0.3
11940	soundex	notp	78964						
11941	jinjasql2	notp	78945						
11942	maplibre	notp	78927	4	4	2	2	0	0.5
11943	ragaai-catalyst	notp	78921	40	37	11	26	0	0.2972972972972973
11944	smplx	notp	78919						
11945	firconv	notp	78878						
11946	cppyy-cling	notp	78800						
11947	censusgeocode	notp	78793	2	2	1	1	0	0.5
11948	drf-excel	tp	78682	2	2	1	1	0	0.5
11949	pybigtools	tp	78668	1	1	1	0	0	1.0
11950	invenio-rest	notp	78666	7	5	4	1	0	0.8
11951	biplist	notp	78664						
11952	django-redis-cache	notp	78653						
11953	teamhack-nmap	notp	78650						
11954	cursive	notp	78644						
11955	pyinstrument-cext	notp	78640						
11956	obspy	notp	78635	8	8	3	5	0	0.375
11957	genie-telemetry	notp	78606	1	1	0	1	0	0.0
11958	elasticsearch5	notp	78569						
11959	inbq	notp	78563						
11960	types-olefile	notp	78552						
11961	azure-ai-agentserver-core	notp	78520	12	12	3	9	0	0.25
11962	tf-estimator-nightly	notp	78513						
11963	freeze-core	tp	78504	3	3	1	2	0	0.3333333333333333
11964	flake8-typing-imports	notp	78473	1	1	0	1	0	0.0
11965	django-multidb-router	notp	78466	1	1	0	1	0	0.0
11966	aurora-data-api	notp	78465	1	1	0	1	0	0.0
11967	leveldb	notp	78454						
11968	sphinxcontrib-blockdiag	notp	78428						
11969	databricks-utils	notp	78425						
11970	imgui-bundle	notp	78386	1	1	1	0	0	1.0
11971	gffutils	notp	78382	4	4	3	1	0	0.75
11972	pytest-pikachu	notp	78374						
11973	comfy-cli	tp	78368	20	20	10	10	0	0.5
11974	exit-codes	notp	78361						
11975	quick-start	notp	78338	2	2	1	1	0	0.5
11976	rfswarm-agent	notp	78336	5	5	1	4	0	0.2
11977	typhoon-rainflow	tp	78308	2	2	2	0	0	1.0
11978	doweb	notp	78302	8	8	7	1	0	0.875
11979	types-pynamodb	notp	78278						
11980	types-geopandas	notp	78274	4	4	1	3	0	0.25
11981	mock-firestore	notp	78241						
11982	drjit	notp	78222	1	1	1	0	0	1.0
11983	flake8-unused-arguments	notp	78219	1	1	0	1	0	0.0
11984	sphinx-press-theme	notp	78218	1	1	1	0	0	1.0
11985	aiosql	notp	78213						
11986	blaze	notp	78206						
11987	binho-host-adapter	notp	78195	1	1	0	1	0	0.0
11988	testgres	tp	78193	6	5	1	4	0	0.2
11989	types-peewee	notp	78185						
11990	valohai-papi	notp	78177						
11991	llama-index-readers-jira	notp	78083	2	2	1	1	0	0.5
11992	cppclean	notp	78047						
11993	mocket	notp	78045	5	5	2	3	0	0.4
11994	lithops	notp	78042						
11995	esda	tp	78037	7	7	5	2	0	0.7142857142857143
11996	whiteboxgui	notp	78025						
11997	atlas-doc-parser	notp	78005	1	1	0	1	0	0.0
11998	sumtypes	notp	78000						
11999	sure	notp	77967						
12000	mdformat-ruff	notp	77964	1	1	1	0	0	1.0
12001	alibabacloud-sls20201230	notp	77950						
12002	cantera	tp	77944	3	3	2	1	0	0.6666666666666666
12003	ott-jax	tp	77939	6	6	4	2	0	0.6666666666666666
12004	certbot-nginx	notp	77918	4	4	1	3	0	0.25
12005	git-changelog	notp	77918	6	6	4	2	0	0.6666666666666666
12006	qiskit-algorithms	tp	77901	3	3	2	1	0	0.6666666666666666
12007	liquidctl	notp	77889	9	8	2	6	0	0.25
12008	amazon-braket-default-simulator	tp	77853	8	8	5	3	0	0.625
12009	django-resized	notp	77813						
12010	snscrape	notp	77778						
12011	fastapi-sessions	notp	77758	2	2	2	0	0	1.0
12012	arcade-serve	tp	77746	12	12	5	7	0	0.4166666666666667
12013	slixmpp	notp	77746	3	3	1	2	0	0.3333333333333333
12014	rucio-clients	notp	77742	9	9	6	3	0	0.6666666666666666
12015	aiohttp-swagger	notp	77728						
12016	mkdocs-coverage	notp	77713	1	1	1	0	0	1.0
12017	openfeature-provider-flagsmith	tp	77687	2	2	2	0	0	1.0
12018	pydirectinput	notp	77659						
12019	django-heroku	notp	77653	4	4	1	3	0	0.25
12020	pybammsolvers	tp	77624	2	2	1	1	0	0.5
12021	infisical-python	notp	77585						
12022	jsonpath-rust-bindings	notp	77577						
12023	office-word-mcp-server	notp	77520	5	5	2	3	0	0.4
12024	django-invitations	notp	77509	1	1	0	1	0	0.0
12025	pyvcf	notp	77491						
12026	pytest-codeblocks	notp	77437	1	1	1	0	0	1.0
12027	pulsar-galaxy-lib	tp	77418	11	11	4	7	0	0.36363636363636365
12028	python-levenshtein-wheels	notp	77418						
12029	glyphslib	tp	77416	3	2	1	1	0	0.5
12030	flow-vis	notp	77385	1	1	1	0	0	1.0
12031	testslide	notp	77368						
12032	lumibot	notp	77342	42	38	17	21	0	0.4473684210526316
12033	python-rtmidi	notp	77316						
12034	termplotlib	notp	77300						
12035	django-tenant-users	notp	77295	2	2	0	2	0	0.0
12036	awslabs-iam-mcp-server	tp	77294	5	5	3	2	0	0.6
12037	cdktf-cdktf-provider-null	notp	77292	5	5	2	3	0	0.4
12038	joblib-stubs	tp	77287	1	1	1	0	0	1.0
12039	xblocks-contrib	notp	77278	7	7	1	6	0	0.14285714285714285
12040	redmail	notp	77277						
12041	haikunator	notp	77276						
12042	jsonapi-requests	notp	77275	2	2	2	0	0	1.0
12043	graphrag	notp	77273	25	18	11	7	0	0.6111111111111112
12044	proxsuite	tp	77253	3	3	2	1	0	0.6666666666666666
12045	lscsoft-glue	notp	77247	1	1	0	1	0	0.0
12046	smclarify	notp	77240						
12047	fastapi-versioning	notp	77239						
12048	genie-trafficgen	notp	77235	8	7	2	5	0	0.2857142857142857
12049	libcuvs-cu12	notp	77223	4	4	0	4	0	0.0
12050	opencensus-ext-sqlalchemy	notp	77218						
12051	dragonfly-energy	notp	77217	2	2	0	2	0	0.0
12052	pyavm	notp	77191						
12053	cylp	tp	77183	2	2	1	1	0	0.5
12054	parametrize	notp	77170						
12055	tinys3	notp	77155						
12056	python-didl-lite	tp	77151	1	1	1	0	0	1.0
12057	robotframework-jsonvalidator	notp	77133	5	4	1	3	0	0.25
12058	ob-project-utils	tp	77099	2	2	1	1	0	0.5
12059	neo	notp	77088	3	3	2	1	0	0.6666666666666666
12060	mdit-plain	notp	77086						
12061	svgutils	notp	77084						
12062	django-click	tp	77071	1	1	1	0	0	1.0
12063	euclid3	notp	77034						
12064	aws-cdk-aws-apprunner-alpha	notp	77021	5	5	2	3	0	0.4
12065	spsdk-mcu-link	tp	77006	4	4	0	4	0	0.0
12066	silpa-common	notp	76955						
12067	redislite	notp	76901	3	3	0	3	0	0.0
12068	pyais	notp	76899	2	2	1	1	0	0.5
12069	assemblyline-service-client	notp	76897	3	3	0	3	0	0.0
12070	fastapi-cloudauth	notp	76888	3	3	2	1	0	0.6666666666666666
12071	capsolver	notp	76870						
12072	os-win	notp	76866						
12073	git-remote-s3	notp	76863	2	2	0	2	0	0.0
12074	hana-ml	notp	76813	13	13	8	5	0	0.6153846153846154
12075	hug	notp	76799	2	2	2	0	0	1.0
12076	gitignorant	tp	76731						
12077	tiktok-business-api-sdk-official	notp	76714	4	4	2	2	0	0.5
12078	snakemake-interface-logger-plugins	tp	76710	1	1	0	1	0	0.0
12079	gravity	notp	76706	9	9	6	3	0	0.6666666666666666
12080	punq	notp	76693						
12081	deflate-dict	notp	76659						
12082	pytricia	notp	76657						
12083	webexpythonsdk	tp	76640	3	3	2	1	0	0.6666666666666666
12084	pytest-async	notp	76598						
12085	types-aiobotocore-codebuild	notp	76589	1	1	1	0	0	1.0
12086	pyshadow	notp	76573	3	3	0	3	0	0.0
12087	odc-stac	notp	76526	11	11	8	3	0	0.7272727272727273
12088	sphn	tp	76461						
12089	chroma-mcp	notp	76456	9	9	4	5	0	0.4444444444444444
12090	unrar	notp	76455						
12091	pyspiral	tp	76428	13	13	7	6	0	0.5384615384615384
12092	flup	notp	76424						
12093	pyats-contrib	notp	76414	5	5	1	4	0	0.2
12094	sort-lines	tp	76387						
12095	ops-scenario	tp	76371	2	2	1	1	0	0.5
12096	rqdatac	notp	76296	9	9	3	6	0	0.3333333333333333
12097	winrt-windows-devices-radios	notp	76209	1	1	0	1	0	0.0
12098	pyleri	notp	76208						
12099	graphql-sync-dataloaders	notp	76191	1	1	0	1	0	0.0
12100	aws-cron-expression-validator	notp	76191						
12101	aliyun-log-fastpb	notp	76186						
12102	fastcluster	tp	76182	1	1	1	0	0	1.0
12103	gstools-cython	notp	76172	1	1	1	0	0	1.0
12104	soda-core-athena	notp	76134						
12105	pysha3	notp	76125						
12106	cronitor	notp	76102						
12107	nvidia-modelopt-core	notp	76094						
12108	rwslib	tp	76086	6	6	3	3	0	0.5
12109	zhdate	notp	76085						
12110	aoe2rec-py	tp	76077						
12111	django-typer	tp	76057	3	3	2	1	0	0.6666666666666666
12112	miniupnpc	tp	76036						
12113	seqlog	tp	76022	3	3	1	2	0	0.3333333333333333
12114	nvdlib	notp	75993	1	1	1	0	0	1.0
12115	azure-ai-agentserver-agentframework	notp	75986	4	4	0	4	0	0.0
12116	pm4py	notp	75973	12	12	7	5	0	0.5833333333333334
12117	cdktf-cdktf-provider-newrelic	notp	75968	5	5	2	3	0	0.4
12118	guacamole	notp	75961						
12119	dparse2	notp	75935						
12120	pyscard	tp	75931	1	1	1	0	0	1.0
12121	coralogix-opentelemetry	notp	75928	2	2	0	2	0	0.0
12122	foundry-platform-sdk	notp	75926	6	6	3	3	0	0.5
12123	flytekitplugins-pod	notp	75895						
12124	mandrill	notp	75878						
12125	py-lets-be-rational	notp	75878						
12126	aioredlock	notp	75853						
12127	mrjob	notp	75828						
12128	pyobvector	tp	75824	6	6	3	3	0	0.5
12129	mitsuba	notp	75804	2	2	1	1	0	0.5
12130	python-jsonrpc-server	notp	75801						
12131	kanaries-track	notp	75797	3	3	1	2	0	0.3333333333333333
12132	mkdocs-puml	notp	75792	5	5	2	3	0	0.4
12133	canvasapi	notp	75786	3	3	2	1	0	0.6666666666666666
12134	pyrr	notp	75755	2	2	1	1	0	0.5
12135	python-magnumclient	notp	75741	13	13	3	10	0	0.23076923076923078
12136	tf-slim	notp	75707	1	1	1	0	0	1.0
12137	earthkit-data	notp	75688	19	19	6	13	0	0.3157894736842105
12138	exasol-integration-test-docker-environment	notp	75683	18	18	5	13	0	0.2777777777777778
12139	renew	notp	75663	1	1	0	1	0	0.0
12140	tockloader	notp	75634	13	12	2	10	0	0.16666666666666666
12141	jira2markdown	notp	75594	1	1	0	1	0	0.0
12142	prophy	notp	75588						
12143	compress-json	notp	75582						
12144	django-service-objects	notp	75560						
12145	fspath	notp	75545						
12146	pyspark-nested-functions	tp	75525						
12147	sonora	notp	75523	4	4	2	2	0	0.5
12148	aws-arn	tp	75508						
12149	dict-hash	notp	75498	1	1	0	1	0	0.0
12150	conventional-pre-commit	tp	75491						
12151	oslo-limit	notp	75480	5	5	0	5	0	0.0
12152	diffq	notp	75468						
12153	llama-index-utils-workflow	notp	75460	3	3	0	3	0	0.0
12154	pylint-venv	notp	75444						
12155	asyncprawcore	tp	75428	2	2	2	0	0	1.0
12156	breez-sdk-spark	notp	75428						
12157	deadline	tp	75416	9	9	3	6	0	0.3333333333333333
12158	sqlalchemy-vertica	notp	75409	2	2	0	2	0	0.0
12159	perpetual	tp	75400	2	2	2	0	0	1.0
12160	cdktf-cdktf-provider-tls	notp	75372	5	5	2	3	0	0.4
12161	temp	notp	75371						
12162	duckdb-extensions	tp	75357	2	2	1	1	0	0.5
12163	pyicumessageformat	notp	75352						
12164	molecule-multipass	notp	75334						
12165	pydantic-tes	notp	75328	3	3	3	0	0	1.0
12166	isa-rwval	notp	75326	1	1	1	0	0	1.0
12167	aeventkit	tp	75317	1	1	1	0	0	1.0
12168	httpxr	notp	75298	2	2	1	1	0	0.5
12169	fastapi-socketio	notp	75279						
12170	libpci	notp	75261						
12171	blacksheep	notp	75261	10	9	2	7	0	0.2222222222222222
12172	ur-rtde	notp	75260						
12173	python-xsense	notp	75233	5	5	2	3	0	0.4
12174	flip-evaluator	notp	75181						
12175	jupyter-collaboration	tp	75169	4	4	3	1	0	0.75
12176	cuequivariance-ops-torch-cu12	notp	75150	2	2	0	2	0	0.0
12177	upsetplot	notp	75141						
12178	packvers	notp	75136						
12179	pytest-embedded-idf	notp	75096	3	3	1	2	0	0.3333333333333333
12180	nvidia-cuda-nvcc	notp	75081	3	3	0	3	0	0.0
12181	census	notp	75081	1	1	1	0	0	1.0
12182	polyglot	notp	75079						
12183	agent-framework-orchestrations	notp	75066	1	1	0	1	0	0.0
12184	exasol-error-reporting	notp	75064						
12185	bestconfig	notp	75018						
12186	maas-api	notp	75014	2	2	1	1	0	0.5
12187	kivy-deps-angle	notp	75006						
12188	mecab-ko	tp	74988	1	1	0	1	0	0.0
12189	adb-shell	notp	74982						
12190	prodigy-plus-schedule-free	notp	74975	1	1	0	1	0	0.0
12191	pytest-only	notp	74970	1	1	1	0	0	1.0
12192	pyproject-dependencies	tp	74953						
12193	odfdo	notp	74947	4	4	0	4	0	0.0
12194	assemblyline-service-server	notp	74932	8	8	2	6	0	0.25
12195	gradio-pdf	notp	74904	1	1	1	0	0	1.0
12196	pypdf4	notp	74903						
12197	peopledatalabs	notp	74898	3	3	2	1	0	0.6666666666666666
12198	galileo-core	tp	74849	7	7	5	2	0	0.7142857142857143
12199	zhconv	notp	74847						
12200	linode-metadata	tp	74832	1	1	0	1	0	0.0
12201	pytest-raises	notp	74819	1	1	1	0	0	1.0
12202	fastly	tp	74811	2	2	1	1	0	0.5
12203	py-tlsh	notp	74808						
12204	odo	notp	74807						
12205	earthaccess	tp	74793	10	10	5	5	0	0.5
12206	pyworxcloud	notp	74789	3	3	2	1	0	0.6666666666666666
12207	union	tp	74777	18	17	5	12	0	0.29411764705882354
12208	pyaskalono	tp	74774						
12209	acryl-datahub-gx-plugin	notp	74770	7	7	4	3	0	0.5714285714285714
12210	django-test-without-migrations	notp	74747						
12211	office-powerpoint-mcp-server	notp	74742	4	4	3	1	0	0.75
12212	pan-os-python	notp	74734	1	1	0	1	0	0.0
12213	aiohttp-swagger3	notp	74674	5	5	2	3	0	0.4
12214	django-rest-multiple-models	notp	74669						
12215	types-wtforms	notp	74644	1	1	1	0	0	1.0
12216	django-cron	notp	74643						
12217	prefab-cloud-python	tp	74609	10	10	5	5	0	0.5
12218	woodwork	tp	74609	6	6	3	3	0	0.5
12219	fast-diff-match-patch	notp	74607						
12220	shared	notp	74601	2	2	0	2	0	0.0
12221	flask-json	notp	74574						
12222	hawkesbook	notp	74558						
12223	checkdmarc	notp	74552	11	11	6	5	0	0.5454545454545454
12224	python-nomad	notp	74538	1	1	1	0	0	1.0
12225	django-zeal	tp	74508						
12226	openplantbook-sdk	notp	74507	2	2	1	1	0	0.5
12227	cffsubr	notp	74500	1	1	1	0	0	1.0
12228	braq	notp	74491						
12229	static3	notp	74475						
12230	h2o-pysparkling-3-1	notp	74459						
12231	xmlsig	notp	74448						
12232	pkginfo2	tp	74441						
12233	resourcebundle	notp	74436	1	1	0	1	0	0.0
12234	paradict	notp	74435						
12235	gitingest	tp	74431	10	10	7	3	0	0.7
12236	json-timeseries	notp	74426	1	1	0	1	0	0.0
12237	gllm-inference-binary	tp	74422	18	17	9	8	0	0.5294117647058824
12238	c7n-mailer	notp	74402	13	13	3	10	0	0.23076923076923078
12239	py-vollib	notp	74393						
12240	pymeasure	tp	74392	6	6	5	1	0	0.8333333333333334
12241	consolekit	notp	74382	6	6	2	4	0	0.3333333333333333
12242	base2048	notp	74365						
12243	openvino-genai	notp	74363	1	1	0	1	0	0.0
12244	dbtc	notp	74326	5	5	4	1	0	0.8
12245	acryl-pyhive	notp	74315	2	2	0	2	0	0.0
12246	pylint-quotes	notp	74304	1	1	1	0	0	1.0
12247	django-templated-email	notp	74299	1	1	0	1	0	0.0
12248	pint-xarray	tp	74275	3	3	3	0	0	1.0
12249	xls2xlsx	notp	74253						
12250	lemminflect	notp	74252						
12251	oslo-vmware	notp	74243	11	11	3	8	0	0.2727272727272727
12252	astatine	notp	74239	2	2	0	2	0	0.0
12253	py2neo	notp	74207						
12254	azure-log-analytics-data-collector-api	notp	74194						
12255	a9x-webstatistics	notp	74193	1	1	1	0	0	1.0
12256	types-aiobotocore-opensearch	notp	74193	1	1	1	0	0	1.0
12257	python-language-server	notp	74155						
12258	cocoindex	tp	74126	7	7	5	2	0	0.7142857142857143
12259	retry-async	notp	74118						
12260	wechatpy	notp	74115	7	7	3	4	0	0.42857142857142855
12261	twikit	notp	74097	8	8	1	7	0	0.125
12262	pystyle	notp	74091						
12263	gotenberg-client	tp	74069	2	2	1	1	0	0.5
12264	rltest	notp	74033	6	6	1	5	0	0.16666666666666666
12265	langchain-together	tp	74029	4	4	4	0	0	1.0
12266	etcd3gw	notp	74026	3	3	1	2	0	0.3333333333333333
12267	sslyze	notp	74015	4	4	2	2	0	0.5
12268	loggly-python-handler	notp	74009	1	1	0	1	0	0.0
12269	autosemver	notp	74008						
12270	ophyd	tp	74008	5	5	4	1	0	0.8
